0	0.14494687	1
0	0.006036712	0
0	0.001977611	0
1	0.9196933	0
0	0.063064046	1
0	0.000816973	1
0	0.011137436	1
0	0.003674792	0
0	0.008979478	1
1	0.87159675	0
1	0.65771574	0
1	0.041518547	0
0	0.003768887	1
1	0.7184085	1
0	0.00183924	0
1	0.9947325	1
0	0.30657333	1
1	0.9770646	1
1	0.41645682	0
0	0.002217996	0
0	0.37077808	0
1	0.89651823	1
0	0.06275264	0
0	0.001780913	1
1	0.9984242	1
0	0.1733515	0
0	0.00851006	0
0	0.03727308	0
1	0.99642354	1
0	0.000691378	1
0	0.007617316	1
0	0.005639081	0
1	0.98993546	0
0	0.00555177	1
0	0.01025692	1
1	0.49142298	1
0	0.008641375	1
0	0.55518466	1
1	0.7387554	1
0	0.00925574	0
0	0.020189766	1
0	0.00516881	1
0	0.0966832	0
0	0.007367712	0
1	0.49819416	0
0	0.008375593	1
1	0.9955514	0
0	0.11890938	0
1	0.8014163	0
1	0.5875442	1
1	0.9607081	0
0	0.072029546	0
0	0.009045167	0
0	0.002809215	1
0	0.40796632	1
0	0.027262919	0
0	0.19173045	0
0	0.20999046	0
1	0.9939499	0
1	0.8959363	0
1	0.7361259	0
0	0.01851163	1
1	0.44542277	0
1	0.8302244	0
0	0.003919883	0
0	0.18486647	0
0	0.004362336	0
0	0.030919844	0
0	0.021254677	0
0	0.013399473	0
1	0.5631189	1
1	0.88786775	1
1	0.9542012	0
0	0.1057756	0
0	0.030574422	0
1	0.30542535	0
0	0.012733404	1
0	0.008335014	1
0	0.008292865	1
0	0.0121653	0
1	0.9422792	0
0	0.17872933	1
0	0.001409565	0
0	0.5198522	0
0	0.004197107	0
1	0.76610076	1
0	0.18598635	1
0	0.003713784	0
0	0.03153619	0
0	0.19912443	1
1	0.99585587	0
1	0.13766968	0
0	0.004359438	0
1	0.98540527	0
0	0.001170368	1
0	0.001955468	1
1	0.82329184	1
1	0.787725	1
0	0.002108228	0
0	0.006059791	1
0	0.005958414	0
0	0.012878378	1
0	0.23908623	0
1	0.9767652	1
1	0.95100975	1
0	0.5525243	0
0	0.005076228	1
1	0.85986817	0
1	0.982126	0
0	0.001609554	0
1	0.9973341	0
0	0.12222186	1
0	0.009740748	1
0	0.7518552	0
1	0.9900413	0
0	0.6654748	0
0	0.003814668	0
0	0.8862581	0
1	0.8012835	0
0	0.016263738	1
0	0.003663923	1
1	0.62104696	1
1	0.9929374	0
1	0.9579236	0
0	0.006919306	1
1	0.9891544	0
0	0.22243084	1
0	0.003187549	1
0	0.358145	1
0	0.004854744	0
1	0.97794944	1
0	0.001341889	1
0	0.172721	1
0	0.6773166	1
0	0.00719308	0
1	0.9834546	0
0	0.15105602	1
0	0.033673797	1
0	0.012277606	1
0	0.0915025	1
0	0.002195759	1
0	0.6702793	1
0	0.6702786	0
0	0.003447311	1
0	0.00653683	1
0	0.005398212	1
0	0.002436341	0
1	0.8177673	1
0	0.09913167	0
1	0.991595	0
1	0.9759368	0
1	0.97777224	0
0	0.000922791	1
0	0.003523963	0
1	0.9746333	0
0	0.008040741	0
1	0.8961471	1
0	0.000517332	1
1	0.39823923	1
0	0.006735422	0
0	0.1999034	0
1	0.31754783	1
0	0.032240905	0
0	0.011813582	0
0	0.1701054	1
0	0.002401159	0
0	0.14894764	1
0	0.11386245	1
1	0.22869296	1
1	0.9882693	1
0	0.084100425	0
0	0.002041245	0
0	0.4619722	0
1	0.55864644	0
0	0.42236575	1
0	0.02143269	1
0	0.000898525	0
0	0.012602286	1
0	0.002833669	1
1	0.9662783	0
1	0.75514174	1
1	0.756994	0
1	0.9825813	0
0	0.049591303	0
0	0.001615597	0
0	0.013740641	1
0	0.3990022	1
0	0.011456867	1
0	0.011182727	1
0	0.004319939	0
0	0.404172	1
0	0.95027804	0
0	0.12676671	1
0	0.029035058	1
0	0.5356704	1
0	0.019864187	1
0	0.063806355	0
0	0.48734868	0
1	0.9851806	0
0	0.004240232	0
0	0.018418197	1
0	0.007928957	1
1	0.806708	0
0	0.072142504	1
1	0.70138836	1
0	0.047028612	0
0	0.23425756	1
0	0.12636726	0
1	0.8199833	1
0	0.59470797	1
1	0.97459215	1
0	0.003068775	1
1	0.56717855	0
1	0.5484959	1
0	0.007203368	0
0	0.003424049	1
0	0.55572265	1
0	0.050115325	0
1	0.8854221	0
0	0.02209007	0
0	0.024087582	1
1	0.65677166	1
0	0.004417674	0
0	0.9273773	0
0	0.07307278	1
0	0.3344952	0
0	0.001797071	0
1	0.42622614	1
0	0.003474073	0
0	0.4298201	1
0	0.09359166	0
0	0.0894376	1
1	0.99444085	0
1	0.7808703	0
1	0.9633951	1
0	0.45576143	0
0	0.027202146	0
1	0.99606305	0
1	0.99704343	1
1	0.44210765	0
0	0.005336704	0
1	0.29173005	1
1	0.9936668	1
0	0.48137188	1
1	0.9752153	1
1	0.9620471	0
0	0.056247998	0
0	0.012630925	1
0	0.13924192	1
0	0.67990094	0
1	0.8749618	1
0	0.003370785	1
1	0.9041721	0
0	0.007187585	1
1	0.992504	1
0	0.6258427	0
0	0.0014731	0
1	0.8104603	1
0	0.10281062	1
0	0.007461986	0
0	0.001665734	0
1	0.95963085	0
1	0.9976477	0
0	0.016640717	1
1	0.9730896	0
0	0.0016161	1
0	0.92459446	0
0	0.003427626	1
0	0.010424092	0
1	0.9902597	0
0	0.083905965	1
0	0.08151255	1
1	0.9943006	0
0	0.028247062	0
0	0.016127234	0
0	0.047219604	1
0	0.001936271	1
0	0.00513925	1
0	0.007590915	1
0	0.074316464	0
0	0.22233313	1
1	0.9794995	0
0	0.036271825	1
1	0.99832827	0
0	0.03187692	1
1	0.90899837	1
0	0.6881694	0
1	0.98903835	0
1	0.38129562	1
0	0.005572598	0
0	0.13438606	0
1	0.99289036	1
0	0.19557966	0
0	0.03427078	0
0	0.042855628	1
1	0.91665864	1
1	0.9935868	1
0	0.28938222	1
0	0.37452003	0
0	0.039326385	1
0	0.08521117	1
0	0.0517441	1
1	0.9954939	0
0	0.19101387	0
1	0.2641973	0
0	0.05016516	1
0	0.012530032	0
0	0.11273847	1
1	0.96654254	1
0	0.002129361	0
0	0.007990504	0
1	0.80863553	1
0	0.013065957	0
1	0.7782365	0
0	0.007097837	1
1	0.7821698	0
0	0.008768489	0
1	0.16067225	0
0	0.5224754	0
0	0.032686066	0
0	0.009954664	0
0	0.10765853	1
1	0.70174116	0
1	0.87154007	1
0	0.003483848	0
1	0.99291766	0
0	0.09296631	0
0	0.014932026	1
0	0.015977643	0
1	0.96384376	1
0	0.03533606	1
0	0.009576317	1
1	0.7040756	0
0	0.010676141	0
0	0.00572468	0
0	0.002344709	0
0	0.052575186	1
0	0.03105282	1
0	0.01347862	1
0	0.033675317	1
1	0.76137394	0
0	0.002740359	1
0	0.006907661	1
1	0.99326384	1
0	0.19402884	1
0	0.763227	0
0	0.003355497	1
0	0.15243544	1
1	0.95172554	1
0	0.11616726	0
1	0.99701285	0
0	0.32846823	1
0	0.035490405	1
1	0.82891524	0
1	0.9237124	1
1	0.96858793	1
1	0.41258195	1
1	0.6869541	0
0	0.24920562	1
0	0.010334217	1
1	0.9967668	0
1	0.9651667	0
1	0.7163948	0
1	0.91756845	1
0	0.00107792	0
0	0.1218383	0
1	0.9702248	0
1	0.9471674	0
1	0.99776506	1
0	0.17472418	0
0	0.002803624	0
1	0.91317904	1
0	0.002188457	1
1	0.93579495	0
1	0.5365873	1
0	0.01444441	1
1	0.932899	1
0	0.20435923	0
0	0.019310433	1
0	0.5539705	1
0	0.000449365	1
0	0.009850819	1
0	0.064060956	0
1	0.98879915	0
0	0.17493823	1
0	0.015856773	0
1	0.34183508	0
0	0.018973714	0
1	0.9817261	1
1	0.9763763	0
0	0.002931578	1
0	0.02345546	0
0	0.008627057	0
0	0.011911958	1
0	0.15543741	1
1	0.97211415	1
1	0.98183537	0
1	0.89137095	0
1	0.74272233	1
0	0.013916539	0
1	0.49013332	1
1	0.9830889	0
0	0.009665126	0
0	0.14402433	1
1	0.12654541	1
1	0.99756145	0
0	0.5898149	1
1	0.9725407	1
0	0.6893313	0
1	0.97613156	0
1	0.9972904	1
1	0.6087062	0
1	0.7680154	1
0	0.14921325	0
0	0.00368263	1
0	0.04781747	1
1	0.5832659	0
1	0.8902857	1
0	0.009399825	1
0	0.001224357	0
0	0.43413472	0
0	0.001586762	1
