1,0.9926059,0
0,0.8190535,0
0,0.0014449,1
0,0.005952754,1
0,0.017179366,1
1,0.98694336,0
0,0.013029858,1
0,0.22556919,0
0,0.034217644,0
1,0.9778917,1
0,0.4335991,0
0,0.003071944,1
1,0.18273698,1
0,0.011863692,0
0,0.016646406,0
1,0.16870193,1
1,0.98179674,1
0,0.259012,0
0,0.02753428,1
0,0.006421835,0
0,0.013036083,1
1,0.9421476,1
1,0.21984315,0
1,0.987706,1
0,0.012734598,1
1,0.71795213,0
1,0.9900988,1
0,0.003307329,1
1,0.86091167,1
1,0.9833592,0
0,0.019800391,0
1,0.91051495,1
0,0.001304446,0
0,0.4759442,0
0,0.7257575,0
0,0.390387,0
1,0.8004309,0
0,0.015738005,0
1,0.98928905,0
1,0.96115035,0
0,0.062679656,1
1,0.8700762,1
1,0.93142146,1
1,0.9212665,0
0,0.013816153,0
0,0.002514,1
0,0.90456975,1
1,0.9683298,0
1,0.28324613,1
1,0.9275512,1
0,0.003903232,0
1,0.9853441,0
0,0.009460996,0
0,0.38720182,0
1,0.66166097,0
1,0.42190582,1
0,0.17186852,0
0,0.005375262,1
0,0.00387324,1
1,0.45396918,0
0,0.052208293,1
1,0.94076526,1
1,0.58867234,1
0,0.005492779,1
1,0.76490414,0
0,0.001112556,1
0,0.011373654,1
0,0.40872443,1
0,0.04604813,0
0,0.014675717,0
0,0.57874304,1
0,0.013350996,1
0,0.7186275,0
0,0.019786967,0
1,0.69671935,1
0,0.010606326,0
1,0.95959175,1
0,0.001348582,1
0,0.008819725,1
0,0.005272758,1
0,0.005036573,1
0,0.06305962,0
1,0.87184733,0
1,0.8320423,1
0,0.03014627,0
1,0.79125667,0
1,0.9230992,1
0,0.005961094,0
0,0.049557213,1
0,0.010055127,1
0,0.44137096,1
0,0.003124905,1
0,0.032127254,0
0,0.053826567,0
0,0.002813601,0
0,0.044091024,1
1,0.80541235,0
1,0.93995494,1
0,0.000751017,1
0,0.007263637,0
0,0.054343894,0
0,0.07092956,0
1,0.34056187,0
0,0.08100884,1
1,0.91484666,1
1,0.8313857,1
0,0.001433999,1
0,0.013374212,1
0,0.002772737,1
0,0.003464209,0
1,0.23967637,0
0,0.024894549,1
1,0.9959609,1
0,0.056865603,1
1,0.97071975,1
0,0.001679919,1
0,0.02260945,1
1,0.9934082,1
1,0.83108836,1
0,0.013066837,0
0,0.003803683,0
0,0.09313415,1
1,0.80641836,0
1,0.8602806,1
0,0.029867578,0
0,0.08062459,1
0,0.8651739,0
0,0.27442497,0
0,0.001130927,1
0,0.005697035,0
0,0.5631392,1
