0,0.31610668,0
0,0.008259,0
0,0.017961549,0
0,0.29296875,0
1,0.9481892,0
0,0.009589781,1
0,0.40068337,0
0,0.14603263,0
0,0.3267386,1
0,0.28787518,0
0,0.005044347,1
0,0.058818355,0
0,0.018918732,1
0,0.13268265,0
0,0.020286221,1
0,0.01172308,0
0,0.75971836,1
1,0.52012396,1
0,0.029181102,0
0,0.31584096,0
1,0.97024465,0
0,0.45057485,0
0,0.13018776,1
1,0.77923113,1
0,0.002592838,0
1,0.9569699,1
0,0.5616969,1
0,0.008400222,0
0,0.041025806,1
0,0.020041466,1
0,0.030544156,1
0,0.005067556,1
0,0.006078692,1
0,0.31807166,0
0,0.15511751,1
1,0.91468966,1
0,0.46540278,0
0,0.019936562,0
0,0.00239295,0
0,0.002882315,1
1,0.99450135,1
0,0.97478545,0
1,0.5040148,0
1,0.83135366,1
0,0.005615972,0
1,0.13813365,0
0,0.000351291,1
1,0.75652474,1
1,0.9903384,1
1,0.07539909,0
0,0.00745125,1
1,0.40928465,1
0,0.012024786,0
0,0.023463547,1
0,0.001207296,1
0,0.014705084,1
1,0.37736487,0
1,0.95855576,0
0,0.006046705,1
1,0.60862434,1
0,0.07184172,0
1,0.18718328,1
1,0.97080237,0
0,0.009251071,1
0,0.76717955,0
0,0.003596026,0
0,0.007365387,1
1,0.9873412,0
1,0.848932,1
1,0.97429377,0
0,0.07979469,1
0,0.001464084,1
0,0.412163,1
0,0.057478216,0
0,0.012265855,0
0,0.006428023,0
0,0.047040295,1
1,0.99619484,0
0,0.6224351,0
0,0.07474533,1
0,0.00853934,1
1,0.42960623,0
0,0.001489015,0
0,0.004073458,0
1,0.9282617,1
1,0.9921433,1
0,0.002855634,1
0,0.31070468,1
0,0.029417405,1
0,0.008041361,1
0,0.023177657,0
0,0.008255537,0
0,0.007682055,1
0,0.09519618,1
1,0.7601055,0
0,0.003643344,1
0,0.030221071,1
0,0.167146,0
0,0.000565099,0
1,0.677466,0
0,0.53871965,0
0,0.012664145,1
1,0.9410751,1
0,0.60118365,0
1,0.64666945,1
0,0.014287137,1
0,0.059299905,1
1,0.04212653,0
0,0.028972514,1
0,0.08038589,0
0,0.000378812,0
0,0.0983264,0
1,0.94905555,1
0,0.01544334,0
1,0.8088458,1
0,0.011232448,0
0,0.002119073,0
0,0.000463031,1
0,0.0032923,0
0,0.00114692,1
0,0.2420381,0
1,0.5774631,0
0,0.003762178,1
1,0.3537507,0
1,0.24652927,0
0,0.024117267,1
0,0.0232218,1
0,0.004599799,1
1,0.97981995,1
1,0.91366553,0
1,0.5964888,1
0,0.02972977,0
0,0.016359339,0
0,0.014280732,1
0,0.47937012,0
0,0.002988203,0
0,0.008414832,1
1,0.7029568,1
0,0.010358669,0
0,0.06084575,1
0,0.011828895,0
1,0.2744364,0
0,0.000915346,1
